EmployeeID,Age,Gender,Department,JobRole,Education,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,Date_of_Joining,OverTime,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,PerformanceRating,Onboarding_Status,Attrition
EMP05875,24,Female,Operations,Cashier,Master's Degree,2721.59,23,192,16666,2024-11-09,No,1.6,1,0,1,2,4,4,4,3,Completed,No
EMP05876,40,Female,Operations,Cashier,Associate's Degree,2107.1,46,375,13269,2019-04-12,No,7.1,1,7,6,3,4,3,3,3,Completed,No
EMP05877,40,Female,Specialist,IT Support Specialist,Associate's Degree,5181.54,60,497,8552,2020-09-06,No,5.7,4,1,5,4,3,3,2,3,Pending,No
EMP05878,42,Female,Operations,Store Manager,High School,8329.71,43,287,23852,2023-11-14,No,2.5,2,1,1,3,1,2,2,4,Completed,Yes
EMP05879,33,Female,Operations,Sales Associate,High School,2963.6,10,81,11886,2016-01-07,Yes,10.4,2,1,10,3,4,4,1,3,Completed,No
EMP05880,34,Female,Operations,Store Manager,High School,8505.37,38,368,16463,2018-10-08,No,7.6,3,6,3,3,4,2,0,3,Completed,No
EMP05881,32,Male,Specialist,Customer Service Representative,Bachelor's Degree,3042.69,49,382,6735,2019-12-15,Yes,6.5,4,3,1,3,3,2,1,3,Completed,No
EMP05882,18,Female,Specialist,Customer Service Representative,Bachelor's Degree,2882.38,47,408,17243,2022-03-04,No,4.2,3,4,4,2,4,2,3,2,In Progress,No
EMP05883,26,Female,Operations,Sales Associate,Bachelor's Degree,2680.87,63,486,10787,2018-05-06,Yes,8.1,1,5,7,2,1,2,2,3,Completed,Yes
EMP05884,47,Female,Operations,Cashier,Bachelor's Degree,2507.83,36,283,10589,2023-06-12,No,3.0,0,0,1,3,2,4,1,2,Completed,No
EMP05885,25,Female,Finance,Financial Analyst,Master's Degree,5206.52,92,704,15555,2017-07-31,No,8.8,4,7,6,,2,3,5,4,Completed,No
EMP05886,35,Female,Operations,Sales Associate,Master's Degree,3202.96,47,404,10840,2022-03-24,No,4.2,3,3,2,4,1,2,2,3,Completed,Yes
EMP05887,60,Female,Operations,Sales Associate,Master's Degree,2451.36,46,423,20183,2019-06-04,No,7.0,0,7,7,2,4,3,3,3,Completed,No
EMP05888,24,Male,Operations,Stocker,Associate's Degree,2828.06,62,440,8168,2020-02-04,No,6.3,4,0,6,3,2,4,1,3,Completed,No
EMP05889,28,Male,Finance,Accountant,High School,5210.97,13,121,22208,2025-11-25,No,0.5,0,0,0,1,3,3,3,3,Completed,No
EMP05890,31,Female,Operations,Sales Associate,Master's Degree,2842.12,42,341,18981,2023-01-26,No,3.3,0,0,0,4,4,2,2,4,Completed,No
EMP05891,18,Female,Operations,Sales Associate,Bachelor's Degree,2804.89,46,362,22049,2022-05-15,No,4.0,3,1,3,3,2,3,1,4,In Progress,No
EMP05892,25,Male,Specialist,Warehouse Associate,Bachelor's Degree,3441.18,37,235,18371,2016-04-02,No,10.2,3,2,2,3,3,4,6,4,Completed,No
EMP05893,19,Male,Operations,Store Manager,Bachelor's Degree,9761.72,84,660,14987,2018-09-21,No,7.7,5,4,4,4,2,1,5,3,Completed,No
EMP05894,39,Female,Operations,Sales Associate,High School,2980.18,61,512,11104,2016-07-09,No,9.9,5,0,3,2,2,3,3,3,In Progress,No
EMP05895,31,Female,Operations,Sales Associate,Bachelor's Degree,2200,44,405,20016,2020-10-19,No,5.6,2,1,4,4,4,2,3,3,Completed,No
EMP05896,18,Female,Finance,Accountant,Bachelor's Degree,5344.25,13,147,21891,2023-04-06,Yes,3.1,1,1,2,3,2,2,4,3,Completed,Yes
EMP05897,42,Male,Operations,Stocker,Bachelor's Degree,2309.43,56,495,10662,2017-04-22,No,9.1,8,7,3,1,2,3,5,3,In Progress,No
EMP05898,43,Male,Operations,Sales Associate,High School,2928.27,69,484,10433,2022-03-15,No,4.2,2,1,0,3,1,3,4,3,Completed,No
EMP05899,30,Male,Specialist,Customer Service Representative,High School,2961.03,26,208,9252,2016-08-31,No,9.7,8,9,0,3,4,3,1,3,Completed,No
EMP05900,43,Male,Operations,Sales Associate,Associate's Degree,3453.78,54,483,17239,2019-10-11,Yes,6.6,1,6,3,1,3,2,0,1,Completed,No
EMP05901,39,Male,Operations,Cashier,High School,2186.04,51,439,7829,2018-03-09,No,8.2,4,8,1,3,2,4,1,3,Completed,No
EMP05902,24,Male,Finance,Financial Analyst,Associate's Degree,4021.88,10,87,10466,2023-01-16,No,3.4,3,2,2,4,2,4,4,3,Completed,No
EMP05903,36,Male,Operations,Sales Associate,Bachelor's Degree,2638.75,55,449,15266,2016-10-05,Yes,9.6,3,0,8,3,1,3,3,3,Completed,No
EMP05904,35,Male,Operations,Sales Associate,Bachelor's Degree,2835.88,40,323,13504,2019-11-04,No,6.6,5,2,3,4,4,3,4,4,Pending,No
EMP05905,25,Male,Operations,Sales Associate,Bachelor's Degree,2911.96,10,80,6386,2023-10-03,No,2.7,1,1,1,3,3,3,3,3,Completed,No
EMP05906,23,Female,Operations,Stocker,Master's Degree,2325.99,52,423,17819,2021-11-16,Yes,4.5,4,1,4,4,3,1,5,3,Completed,No
EMP05907,38,Male,Operations,Sales Associate,Master's Degree,2250.8,10,80,18356,2016-09-19,No,9.7,1,7,9,2,3,3,2,3,Completed,No
EMP05908,57,Male,Executive,District Manager,High School,11474.47,31,197,15389,2017-01-18,Yes,9.4,2,9,7,3,2,4,6,3,Completed,Yes
EMP05909,33,Female,Specialist,Customer Service Representative,Master's Degree,2882.58,58,456,13193,2019-04-16,No,7.1,6,3,7,2,2,4,1,3,Pending,Yes
EMP05910,36,Female,Operations,Sales Associate,Master's Degree,2625.36,57,446,17160,2024-12-31,No,1.4,1,1,0,4,2,4,2,2,Completed,No
EMP05911,23,Female,Operations,Sales Associate,Bachelor's Degree,2725.86,23,163,11934,2019-09-08,No,6.7,6,3,4,2,3,3,4,4,Completed,Yes
EMP05912,31,Male,Finance,Accountant,Associate's Degree,4063.24,63,484,13967,2018-05-06,No,8.1,3,2,7,4,3,1,4,3,Completed,No
EMP05913,31,Female,Operations,Assistant Store Manager,Associate's Degree,4416.1,46,363,16807,2015-01-17,No,11.4,10,1,9,4,1,4,0,2,Completed,No
EMP05914,30,Male,Operations,Store Manager,High School,8513.27,48,355,17550,2015-05-14,No,11.0,6,7,2,3,4,3,3,3,Completed,No
EMP05915,27,Female,Operations,Sales Associate,Associate's Degree,3058.48,25,218,11333,2021-09-02,No,4.7,3,1,4,4,3,,3,4,Completed,No
EMP05916,33,Male,Finance,Accountant,Associate's Degree,4923.72,56,444,14444,2015-10-15,No,10.6,7,7,7,1,4,2,2,4,Completed,No
EMP05917,28,Male,Operations,Cashier,Associate's Degree,2420.25,69,540,19530,2017-12-06,No,8.5,5,0,4,2,3,3,1,3,Completed,No
EMP05918,46,Male,Operations,Sales Associate,Bachelor's Degree,3554.49,48,421,8381,2025-05-19,No,1.0,1,1,1,3,3,3,3,4,Completed,No
EMP05919,54,Female,Operations,Sales Associate,Bachelor's Degree,3482.16,44,344,12793,2025-05-11,No,1.1,1,1,0,4,4,1,2,2,Completed,No
EMP05920,26,Female,Operations,Sales Associate,Associate's Degree,3089.83,10,80,11239,2025-08-28,No,0.8,0,0,0,3,4,3,4,3,Completed,No
EMP05921,30,Male,Finance,Accountant,High School,5328.58,62,527,18979,2016-02-25,No,10.3,7,10,5,2,1,4,2,2,Completed,No
EMP05922,38,Male,Operations,Sales Associate,High School,2854.02,29,229,17627,2020-05-14,No,6.0,2,0,4,4,4,4,4,3,Completed,No
EMP05923,39,Male,Operations,Sales Associate,Associate's Degree,2838.98,68,569,8383,2019-07-09,No,6.9,1,5,6,4,1,2,1,4,Completed,No
EMP05924,26,Male,Operations,Cashier,Associate's Degree,2313.47,42,347,8698,2016-12-17,No,9.4,5,6,0,3,3,3,4,4,Pending,No
EMP05925,28,Female,Operations,Cashier,Bachelor's Degree,2490.41,70,625,13022,2018-11-28,No,7.5,0,3,3,4,4,4,0,3,Completed,No
EMP05926,39,Male,Operations,Cashier,Associate's Degree,2391.77,80,645,12094,2019-11-10,Yes,6.6,0,4,6,4,1,2,2,3,Completed,No
EMP05927,18,Female,Operations,Sales Associate,Bachelor's Degree,2559.35,16,83,9459,2022-12-22,No,3.4,3,1,0,4,2,3,1,4,Completed,Yes
EMP05928,56,Male,Finance,Accountant,Bachelor's Degree,6000,53,406,19259,2025-12-26,No,0.4,0,0,0,4,1,2,2,3,Completed,No
EMP05929,37,Male,Operations,Sales Associate,Associate's Degree,2887.77,44,391,15469,2017-03-01,Yes,9.2,9,3,7,1,,2,3,3,Completed,Yes
EMP05930,30,Male,Operations,Stocker,High School,2600.18,50,388,17407,2016-09-28,Yes,9.7,2,8,7,4,4,4,2,3,Completed,No
EMP05931,32,Female,Operations,Cashier,High School,2547.87,57,399,14552,2015-01-13,No,11.4,11,6,5,4,1,3,1,3,Pending,No
EMP05932,23,Female,Operations,Sales Associate,High School,3017.39,68,560,15108,2016-01-10,No,10.4,0,10,3,4,2,4,3,2,Completed,No
EMP05933,52,Male,Operations,Sales Associate,Bachelor's Degree,2855.79,29,277,15589,2021-08-01,No,4.8,4,4,1,3,4,3,5,3,In Progress,No
EMP05934,33,Male,Operations,Sales Associate,High School,2755.32,39,353,16024,2015-03-13,No,11.2,1,5,5,3,1,3,1,3,Completed,No
EMP05935,29,Male,Operations,Sales Associate,Bachelor's Degree,3210.11,34,264,11151,2015-10-07,No,10.6,2,10,3,2,3,3,3,3,Completed,No
EMP05936,51,Female,Operations,Sales Associate,Bachelor's Degree,3294.23,29,211,17068,2021-06-30,No,4.9,1,4,1,2,4,1,3,3,Completed,No
EMP05937,44,Male,Operations,Stocker,Bachelor's Degree,2552.44,84,742,17063,2015-07-07,No,10.9,8,10,4,3,3,3,0,2,Completed,No
EMP05938,32,Female,Operations,Cashier,Associate's Degree,2186.4,71,550,15201,2021-08-29,Yes,4.8,4,1,2,3,4,4,2,3,,No
EMP05939,38,Male,Operations,Assistant Store Manager,Associate's Degree,4278.0,29,172,19953,2022-04-23,Yes,4.1,1,2,2,3,3,2,3,1,Completed,Yes
EMP05940,30,Male,Operations,Cashier,High School,2363.19,56,474,11130,2018-02-06,No,8.3,0,4,0,2,4,4,3,3,Completed,No
EMP05941,30,Female,Operations,Cashier,High School,2142.87,87,739,21355,2018-09-09,No,7.7,2,3,6,4,1,3,4,3,Completed,No
EMP05942,31,Female,Operations,Cashier,High School,2225.33,30,268,12066,2024-12-03,Yes,1.5,1,0,0,3,1,3,1,3,Completed,Yes
EMP05943,36,Female,Operations,Sales Associate,Master's Degree,2835.51,46,393,9795,2021-09-27,No,4.7,3,3,3,2,3,1,2,2,Completed,No
EMP05944,44,Female,Finance,Accountant,Associate's Degree,4896.85,81,621,14604,2019-04-03,No,7.2,3,5,1,2,4,3,2,4,Completed,No
EMP05945,53,Female,Operations,Cashier,Associate's Degree,2490.28,46,318,14974,2020-06-28,No,5.9,0,2,5,3,3,2,2,3,Pending,No
EMP05946,18,Male,Operations,Store Manager,Bachelor's Degree,8561.14,21,137,14391,2019-05-11,No,7.1,1,2,5,4,3,4,6,4,Completed,No
EMP05947,57,Female,Specialist,Logistics Coordinator,Associate's Degree,4062.3,47,394,15195,2019-01-22,No,7.4,0,5,4,4,2,1,1,3,Completed,No
EMP05948,44,Male,Operations,Sales Associate,Bachelor's Degree,2761.28,32,268,21917,2021-07-16,No,4.9,1,2,3,3,4,4,1,3,Completed,No
EMP05949,34,Male,Operations,Sales Associate,High School,2497.93,37,276,8674,2016-09-18,No,9.7,7,7,2,2,3,3,3,3,Completed,No
EMP05950,29,Male,Specialist,Customer Service Representative,Associate's Degree,2854.52,53,415,8555,2021-11-20,No,4.5,4,4,4,2,4,4,3,3,Completed,No
EMP05951,18,Male,Finance,Financial Analyst,Bachelor's Degree,5344.99,52,422,11119,2023-11-21,No,2.5,2,1,1,3,4,2,2,3,Pending,No
EMP05952,45,Male,Operations,Sales Associate,Bachelor's Degree,3364.34,44,354,13630,2019-06-14,No,7.0,7,2,3,4,3,4,2,4,Completed,No
EMP05953,23,Female,Operations,Sales Associate,Bachelor's Degree,3165.67,44,349,8454,2019-07-15,Yes,6.9,2,1,6,1,1,3,2,4,Completed,No
EMP05954,40,Male,Operations,Stocker,High School,2358.34,74,550,8728,2020-07-29,No,5.8,0,5,1,2,3,3,2,3,Completed,No
EMP05955,29,Female,Operations,Sales Associate,Bachelor's Degree,2873.13,51,392,16231,2016-03-13,No,10.2,10,1,4,4,1,1,3,1,In Progress,No
EMP05956,18,Female,Executive,District Manager,Bachelor's Degree,14560.38,75,647,17253,2018-01-11,Yes,8.4,0,3,2,4,3,3,3,3,In Progress,No
EMP05957,38,Female,Operations,Assistant Store Manager,High School,5231.98,51,444,16274,2023-05-26,No,3.0,0,2,3,3,4,4,3,3,Completed,No
EMP05958,38,Female,Operations,Cashier,Associate's Degree,2267.96,61,479,16350,2021-09-21,Yes,4.7,3,3,0,4,3,3,3,3,Completed,No
EMP05959,24,Female,Specialist,Logistics Coordinator,Bachelor's Degree,4473.01,70,541,6020,2023-04-06,Yes,3.1,0,0,3,3,4,2,1,3,Completed,No
EMP05960,42,Female,Finance,Accountant,High School,5608.96,57,464,17773,2019-05-24,No,7.0,6,7,1,4,3,3,2,3,Completed,No
EMP05961,52,Female,Finance,Financial Analyst,High School,5243.77,44,309,18758,2017-02-14,Yes,9.3,1,3,6,4,2,3,6,3,Completed,No
EMP05962,38,Male,Operations,Sales Associate,Associate's Degree,2811.99,32,237,21369,2021-10-19,Yes,4.6,2,0,4,3,2,3,2,3,In Progress,No
EMP05963,38,Male,Operations,Stocker,High School,2765.39,47,409,11434,2019-12-13,No,6.5,2,2,3,3,4,3,6,3,Completed,No
EMP05964,26,Male,Operations,Assistant Store Manager,Bachelor's Degree,4853.12,36,312,6284,2019-11-16,Yes,6.5,1,4,2,2,4,2,3,3,Pending,No
EMP05965,23,Male,Operations,Assistant Store Manager,Bachelor's Degree,4770.97,26,247,10139,2020-10-01,Yes,5.7,0,5,3,3,2,3,3,3,Completed,Yes
EMP05966,29,Female,Operations,Store Manager,High School,9043.23,29,260,15669,2025-11-01,No,0.6,0,0,0,3,4,3,3,3,Pending,No
EMP05967,34,Male,Specialist,IT Support Specialist,Bachelor's Degree,5079.94,66,534,16163,2018-06-11,No,8.0,7,2,1,2,4,1,2,4,Completed,No
EMP05968,34,Male,Operations,Cashier,High School,2349.66,56,428,13419,2018-09-18,Yes,7.7,7,6,2,2,4,2,3,3,Pending,No
EMP05969,32,Female,Operations,Sales Associate,High School,2941.56,25,183,7928,2020-06-07,No,6.0,3,2,6,2,3,3,4,3,Completed,No
EMP05970,58,Male,Operations,Sales Associate,High School,2891.35,58,476,15352,2018-03-10,Yes,8.2,7,8,2,3,2,4,3,1,Pending,No
EMP05971,39,Female,Operations,Sales Associate,Bachelor's Degree,3146.23,51,398,14448,2023-10-18,No,2.6,2,0,2,3,3,3,3,3,Completed,No
EMP05972,24,Female,Specialist,Customer Service Representative,High School,2664.41,30,205,19340,2021-05-14,No,5.0,2,3,2,4,3,4,2,3,Completed,No
EMP05973,21,Female,Specialist,Logistics Coordinator,High School,4177.63,32,241,14393,2017-12-07,Yes,8.5,2,0,2,2,4,3,2,4,Completed,No
EMP05974,18,Female,Operations,Cashier,Bachelor's Degree,2060.44,33,193,17805,2016-05-17,No,10.0,9,1,0,3,3,4,2,3,,No
EMP05975,23,Female,Operations,Cashier,Bachelor's Degree,2450.11,37,291,16751,2016-06-26,No,9.9,0,1,8,4,4,2,2,3,Completed,No
EMP05976,39,Male,Specialist,Warehouse Associate,High School,3246.57,32,260,18994,2022-11-05,No,3.6,0,0,3,4,2,4,2,3,Completed,No
EMP05977,31,Male,Specialist,Customer Service Representative,Bachelor's Degree,3028.41,52,425,15018,2018-11-24,No,7.5,7,2,7,2,1,3,2,3,Completed,No
EMP05978,27,Female,Specialist,Warehouse Associate,Associate's Degree,3362.59,39,345,12624,2016-04-01,No,10.2,2,3,8,1,3,3,4,3,Completed,No
EMP05979,39,Male,Specialist,Warehouse Associate,PhD,3529.58,63,502,12014,2022-06-29,No,3.9,1,0,0,4,2,4,4,3,Completed,No
EMP05980,39,Male,Specialist,Customer Service Representative,Bachelor's Degree,2921.2,43,314,17062,2020-02-26,No,6.3,1,2,6,3,4,3,2,3,Completed,No
EMP05981,37,Male,Operations,Sales Associate,Bachelor's Degree,3321.04,41,342,13220,2017-06-18,No,8.9,6,3,5,1,3,2,2,3,Completed,No
EMP05982,33,Female,Finance,Financial Analyst,Associate's Degree,5836.32,26,240,17774,2015-02-09,Yes,11.3,1,10,6,3,3,3,3,3,Completed,No
EMP05983,33,Male,Operations,Sales Associate,High School,2688.31,54,402,10195,2024-11-05,No,1.6,1,0,0,3,4,4,4,4,Completed,No
EMP05984,20,Male,Operations,Sales Associate,Bachelor's Degree,2708.82,54,428,11257,2020-05-31,No,6.0,0,2,3,3,2,3,2,3,Completed,No
EMP05985,18,Male,Finance,Financial Analyst,Bachelor's Degree,5363.03,26,225,17070,2022-07-02,Yes,3.9,2,2,1,3,4,3,1,2,Completed,No
EMP05986,25,Female,Operations,Cashier,High School,2359.39,54,429,17622,2015-11-27,No,10.5,6,2,8,3,1,4,3,3,Completed,No
EMP05987,26,Female,Executive,District Manager,Associate's Degree,12158.54,27,214,13894,2020-07-13,No,5.9,0,1,5,3,3,3,4,3,Completed,No
EMP05988,25,Female,Specialist,Logistics Coordinator,Bachelor's Degree,4429.3,49,397,7602,2021-04-11,No,5.1,1,3,1,3,4,2,3,4,Completed,No
EMP05989,32,Female,Operations,Cashier,Associate's Degree,2323.27,30,217,20474,2022-10-06,No,3.6,0,0,2,3,3,4,2,3,Completed,No
EMP05990,29,Male,Executive,Store Manager,High School,9573.92,47,329,13783,2023-02-12,No,3.3,2,3,1,3,4,4,3,3,Completed,No
EMP05991,20,Female,Operations,Sales Associate,Bachelor's Degree,2903.35,20,158,15076,2024-05-08,Yes,2.1,0,0,2,3,2,3,4,3,Completed,Yes
EMP05992,32,Female,Operations,Sales Associate,High School,3236.77,57,441,20931,2019-01-07,Yes,7.4,5,5,2,4,3,2,4,3,Completed,No
EMP05993,37,Male,Finance,Financial Analyst,Bachelor's Degree,4668.28,57,377,20226,2017-07-10,No,8.9,6,4,1,1,4,3,2,3,Completed,No
EMP05994,29,Male,Operations,Cashier,High School,2196.93,60,467,11892,2018-12-09,No,7.5,7,1,3,4,3,3,5,3,In Progress,No
EMP05995,42,Male,Operations,Cashier,Associate's Degree,2245.35,56,435,19534,2022-02-14,No,4.3,2,0,3,2,4,2,4,3,Completed,No
EMP05996,37,Male,Specialist,Warehouse Associate,Bachelor's Degree,3334.28,10,80,13782,2019-05-21,No,7.0,6,0,3,3,4,3,2,3,Completed,No
EMP05997,37,Female,Specialist,Warehouse Associate,Bachelor's Degree,3366.69,12,99,15433,2017-09-29,No,8.7,2,5,3,3,4,4,2,4,Pending,No
EMP05998,30,Female,Operations,Cashier,Bachelor's Degree,2139.2,32,281,13219,2024-11-08,No,1.6,0,0,0,4,3,3,2,3,Completed,No
EMP05999,38,Female,Operations,Sales Associate,Associate's Degree,2660.63,63,506,10267,2017-04-19,No,9.1,8,1,2,4,2,3,4,3,Completed,No
EMP06000,40,Male,Operations,Stocker,High School,2720.49,47,418,10895,2015-02-17,No,11.3,3,4,3,4,1,3,3,3,In Progress,No
EMP06001,18,Female,Operations,Store Manager,Bachelor's Degree,9448.35,48,379,19121,2021-10-06,Yes,4.6,0,2,1,4,2,3,3,4,In Progress,No
EMP06002,44,Male,Operations,Stocker,Bachelor's Degree,2326.25,10,94,20174,2020-09-01,No,5.7,0,1,4,4,1,3,2,4,Completed,No
EMP06003,28,Male,Operations,Assistant Store Manager,High School,4273.12,21,161,13738,2022-12-05,No,3.5,2,0,0,3,4,4,5,3,Completed,No
EMP06004,40,Female,Operations,Cashier,Bachelor's Degree,2071.91,45,359,15173,2024-03-27,Yes,2.2,2,0,2,3,3,3,5,3,Completed,No
EMP06005,18,Male,Operations,Cashier,High School,2509.03,38,343,7905,2022-03-26,No,4.2,3,1,2,3,4,3,2,3,Pending,No
EMP06006,29,Male,Operations,Cashier,Bachelor's Degree,2324.49,44,380,12344,2015-06-11,No,11.0,1,10,4,2,3,3,6,3,Completed,No
EMP06007,18,Female,Specialist,Logistics Coordinator,Bachelor's Degree,3676.64,70,588,15612,2015-02-27,Yes,11.3,10,0,3,2,1,2,3,3,Completed,Yes
EMP06008,32,Male,Operations,Cashier,Bachelor's Degree,2429.86,66,510,15795,2017-02-01,No,9.3,3,0,1,3,3,1,1,4,Completed,No
EMP06009,35,Female,Operations,Stocker,Bachelor's Degree,2183.21,30,200,14225,2023-08-06,Yes,2.8,0,2,0,2,4,3,3,3,In Progress,No
EMP06010,38,Male,Operations,Cashier,High School,2623.91,85,675,19526,2023-06-20,Yes,2.9,1,0,2,4,3,3,2,2,Completed,No
EMP06011,34,Male,Operations,Cashier,Bachelor's Degree,2019.34,62,413,17486,2019-04-28,No,7.1,2,7,0,3,2,3,3,3,Pending,No
EMP06012,21,Female,Operations,Sales Associate,High School,3082.96,10,80,14467,2023-05-30,No,3.0,1,0,1,3,3,2,2,4,Completed,Yes
EMP06013,47,Male,Executive,District Manager,High School,10936.5,30,214,13871,2023-06-29,No,2.9,1,2,1,2,3,3,3,4,Completed,No
EMP06014,20,Male,Operations,Cashier,Bachelor's Degree,2142.65,51,383,13094,2019-01-17,No,7.4,0,0,1,3,3,3,3,4,Completed,No
EMP06015,30,Female,Operations,Cashier,Bachelor's Degree,2457.3,37,245,20921,2025-01-08,Yes,1.4,0,0,1,3,4,3,5,3,Completed,No
EMP06016,26,Male,Operations,Sales Associate,Bachelor's Degree,2866.77,47,424,10811,2015-05-23,Yes,11.0,8,9,3,4,4,3,3,3,In Progress,No
EMP06017,27,Female,Operations,Sales Associate,High School,2823.97,25,266,8262,2016-01-17,No,10.4,9,9,5,3,3,4,3,3,Completed,No
EMP06018,19,Female,Operations,Cashier,Bachelor's Degree,2207.4,67,486,21166,2021-02-21,No,5.3,0,5,2,3,4,3,2,3,Completed,No
EMP06019,44,Female,Specialist,Warehouse Associate,Associate's Degree,3269.64,47,377,11393,2015-06-05,No,11.0,0,0,3,2,4,3,3,3,Completed,No
EMP06020,41,Female,Operations,Sales Associate,Bachelor's Degree,2727.78,40,355,11734,2021-12-10,No,4.5,4,1,3,3,1,2,4,3,Completed,No
EMP06021,34,Male,Finance,Accountant,High School,4812.46,31,244,16163,2024-07-26,No,1.8,1,1,0,3,4,4,0,3,Completed,No
EMP06022,32,Male,Finance,Accountant,PhD,4194.69,56,506,14886,2022-02-09,No,4.3,3,0,3,3,1,2,3,3,Completed,No
EMP06023,24,Male,Operations,Cashier,Bachelor's Degree,2038.31,61,402,12415,2021-05-05,Yes,5.1,3,2,2,4,4,3,2,3,Completed,No
EMP06024,32,Female,Operations,Stocker,High School,2634.32,44,344,11300,2015-08-19,Yes,10.8,8,4,8,3,4,2,2,3,Completed,No
EMP06025,24,Female,Operations,Sales Associate,Associate's Degree,2889.23,25,164,11977,2018-08-18,Yes,7.8,7,2,1,2,3,3,5,3,Completed,No
EMP06026,34,Male,Operations,Sales Associate,Associate's Degree,2874.31,35,288,16008,2022-07-14,No,3.9,2,2,1,4,2,3,2,2,Completed,No
EMP06027,37,Female,Specialist,Customer Service Representative,High School,2306.68,54,442,9599,2018-07-17,No,7.9,5,3,0,4,2,3,4,4,Completed,No
EMP06028,31,Female,Operations,Cashier,Bachelor's Degree,2479.13,57,441,16522,2021-04-09,No,5.1,4,0,4,3,2,4,3,3,Pending,Yes
EMP06029,37,Female,Operations,Sales Associate,High School,3238.3,23,175,16796,2022-08-11,No,3.8,1,0,3,2,4,1,3,3,Completed,No
EMP06030,39,Male,Operations,Sales Associate,High School,3241.59,86,637,15231,2025-07-10,Yes,0.9,0,0,0,,3,3,5,3,Completed,Yes
EMP06031,42,Female,Finance,Accountant,High School,4549.06,38,269,5026,2021-09-23,No,4.7,1,1,4,4,4,4,6,3,Completed,No
EMP06032,53,Female,Operations,Sales Associate,Bachelor's Degree,3193.37,10,85,24210,2023-09-27,No,2.7,1,0,1,3,3,4,2,4,Completed,No
EMP06033,19,Male,Finance,Accountant,Associate's Degree,4688.86,19,180,20288,2025-03-11,No,1.2,0,0,0,3,4,3,0,2,Completed,No
EMP06034,21,Male,Operations,Sales Associate,High School,,20,194,10307,2025-05-10,No,1.1,0,0,0,4,4,1,2,3,Completed,No
EMP06035,21,Male,Operations,Stocker,Bachelor's Degree,2222.09,10,80,16126,2018-08-20,No,7.8,4,0,7,3,3,1,2,2,Completed,No
EMP06036,32,Female,Executive,District Manager,Bachelor's Degree,12204.13,38,355,13751,2021-12-30,Yes,4.4,0,0,0,2,4,3,1,3,Completed,No
EMP06037,18,Female,Finance,Financial Analyst,Bachelor's Degree,4650.58,44,385,15551,2022-08-11,No,3.8,3,3,1,3,3,1,2,3,Pending,No
EMP06038,28,Male,Operations,Sales Associate,High School,2891.32,18,154,18937,2019-09-07,No,6.7,4,1,6,2,3,4,2,1,Completed,No
EMP06039,42,Female,Operations,Cashier,Bachelor's Degree,2348.76,48,403,10142,2025-09-04,No,0.7,0,0,0,3,4,1,2,4,Completed,No
EMP06040,41,Female,Operations,Store Manager,High School,7675.6,14,154,8371,2017-06-17,No,9.0,9,9,5,2,4,2,1,3,Pending,No
EMP06041,50,Female,Operations,Stocker,High School,2415.41,19,192,11218,2024-01-24,No,2.3,1,2,0,4,4,3,3,4,Pending,No
EMP06042,42,Male,Operations,Sales Associate,Bachelor's Degree,2945.72,48,358,11812,2022-04-26,No,4.1,1,1,0,4,4,4,3,3,Completed,No
EMP06043,44,Male,Operations,Sales Associate,Bachelor's Degree,2724.99,37,276,15663,2019-01-07,No,7.4,3,2,4,4,2,4,3,3,Completed,No
EMP06044,28,Male,Operations,Stocker,Bachelor's Degree,2803.44,52,412,18550,2023-12-30,No,2.4,2,2,0,4,3,3,3,1,Completed,No
EMP06045,30,Female,Specialist,Customer Service Representative,Associate's Degree,3370.73,63,500,18194,2018-12-17,Yes,7.4,6,3,5,3,3,4,5,3,In Progress,No
EMP06046,42,Female,Finance,Financial Analyst,Bachelor's Degree,6097.7,60,485,13375,2023-12-27,No,2.4,1,2,0,3,4,3,1,3,Completed,No
EMP06047,42,Male,Operations,Stocker,Bachelor's Degree,,86,686,16364,2017-02-10,Yes,9.3,8,1,9,3,4,1,3,2,Completed,No
EMP06048,18,Male,Finance,Accountant,Associate's Degree,4853.5,21,196,17432,2020-11-23,No,5.5,0,0,3,1,4,3,3,3,Completed,Yes
EMP06049,20,Female,Operations,Cashier,Bachelor's Degree,2468.05,21,124,14186,2020-01-29,Yes,6.3,3,3,2,4,4,2,2,4,Completed,No
EMP06050,24,Male,Specialist,Customer Service Representative,High School,3173.84,33,299,15485,2022-03-04,Yes,4.2,1,2,2,4,2,4,2,3,Completed,No
EMP06051,25,Female,Operations,Sales Associate,High School,2797.52,62,469,22671,2017-01-07,No,9.4,6,7,5,3,3,4,3,3,In Progress,No
EMP06052,47,Male,Specialist,Warehouse Associate,Bachelor's Degree,3409.95,10,122,15606,2016-01-26,No,10.3,4,6,4,4,2,3,2,3,Completed,No
EMP06053,52,Male,Operations,Stocker,Bachelor's Degree,2704.66,70,551,8161,2018-03-12,No,8.2,2,5,4,2,4,3,1,3,,No
EMP06054,37,Female,Specialist,Logistics Coordinator,Associate's Degree,3578.03,36,298,13338,2020-02-05,Yes,6.3,4,3,2,3,3,3,1,3,In Progress,No
